57573	22378
8563	49337
8434	88018
252954	12092
94151	950
10309	2528
7652	27902
80176	76652
386678	8245
1387	155672
55854	23207
150275	16621
79572	95692
2634	44324
1785	424
8419	55781
100169764	31519
440556	8822
83548	71705
9363	13221
101929368	24184
284661	12636
51599	19634
152926	27149
100505890	600627
693222	12768
79618	174370
401409	22207
4893	12425
347517	2909
84071	125567
6531	52636
7022	9981
1244	69460
100422966	83
1638	42378
25953	22194
286002	8175
283693	13031
1969	31750
339263	49671
374403	17268
439965	41551
112812	10588
2203	37116
85290	940
4358	16187
91373	7038
337879	554
114836	38232
101060321	82623
100847042	16834
283761	18757
79805	41517
100422872	6646
100996694	24753
84275	45696
4836	57406
10233	40674
23788	25308
56971	22086
167465	65075
283352	103033
388667	12491
100996485	6767
100169751	40011
140465	7391
26831	4567
90806	23644
84467	84444
374395	4606
282996	195072
57026	8207
57658	16626
693167	818515
9968	23897
26707	1040
1259	127693
56666	9563
8694	10619
26002	105490
9961	27640
57379	10705
5464	31081
11280	104792
171392	161589
9985	8401
3475	58049
29998	95080
83547	3927
55109	35983
100616469	102183
8193	18708
143241	20650
101927352	44568
6327	14722
55814	112207
65059	141065
101927153	42296
101928422	109459
117854	49680
100422920	73913
148824	9160
728689	24300
1203	11857
91664	21120
343637	43812
4261	55024
101927616	15917
100506122	18561
442868	94940
100289092	25552
51109	19013
55720	6710
10919	17928
646754	12133
200403	226183
10390	45475
84649	42022
83655	5029
283297	994
2359	31026
646960	5249
116379	29817
692053	5251
29842	68620
100141515	19824
81309	1112
100505989	49731
574036	2591
139135	113117
9683	81422
255330	11330
153527	7983
266629	24090
101927588	54727
6631	16388
8611	84072
646567	17236
51322	90619
286499	38261
79154	9007
101928100	28105
23171	63024
4094	14871
5970	9498
1266	30327
4704	40193
221491	3090
6578	119488
79924	4884
3419	40451
80032	11182
245936	9738
344875	54126
79982	50478
10430	1931
23416	19151
101926958	21323
260425	295174
10052	32368
100873755	106
39	18784
7514	60777
246119	53560
51751	4127
10300	21520
51025	24058
79823	410642
25854	68248
348980	436904
574443	334696
100422949	43637
8091	58036
60436	20462
100874064	160607
2350	5349
100144602	28068
1	8321
506	6926
51058	5868
4184	6730
23318	145205
729747	12507
8100	124918
100616359	18668
8600	45277
64777	19569
8537	131708
147700	18086
122258	58370
23379	69570
100422927	64
100847039	127712
1517	1120
8941	2499
440900	27733
255758	27080
57062	30325
113802	13236
51667	36750
57380	22657
1973	9318
101928634	18738
65122	4823
8214	8210
284992	123936
407042	76
57474	53960
79611	220646
100500863	68316
152404	47684
160728	54914
23659	15754
100996870	12025
100302243	81345
9842	54849
64782	10986
3849	7606
414899	969
8776	72141
116154	50780
8711	9240
81559	13167
2029	28761
57447	18022
5671	18931
201292	16668
23584	4766
83443	736
283314	14449
151534	2083
727738	19732
4218	22605
23225	104072
51138	41371
221294	57898
727800	1326
20	21681
23295	74481
80760	107729
349075	64343
283446	11585
255349	11585
100996721	631
124842	58569
1983	4430
79085	29124
64786	10721
11152	28723
468	2991
724024	80
7247	30750
84618	12917
100313769	73383
10327	19506
9697	79513
7634	2942
101927295	49081
90313	7105
729428	21970
101927590	21322
554235	3090
8754	108275
400999	3858
163175	17938
126003	2015
84816	58470
143384	81082
26777	133
128372	1026
84240	11707
10083	50521
84287	11200
494331	85
5922	128295
200879	46351
10787	129743
285525	56487
652965	10301
101929084	12021
2583	9945
9401	6562
57332	9551
710	17466
23277	23277
7087	6797
5105	5377
100507250	13384
154467	17002
112	5845
442444	3307
338398	35343
9423	157576
92017	395845
26289	277915
50814	38762
406893	74
9935	3392
492307	21779
24139	32093
728264	21989
101929495	131732
285696	146806
157567	50032
6257	7265
643905	1169
2590	224334
3750	9337
79989	58242
150590	13479
10161	92415
159989	108516
9255	33682
5337	210545
286133	16234
9133	19967
146059	13567
168537	6243
7123	34523
55830	11543
5745	26051
101928989	10985
100268168	4606
6513	33478
2116	3126
23247	168650
23632	7924
100313886	37323
55698	64939
101954270	164
9117	47145
245806	8007
100873997	64048
100616204	35646
6218	7625
100873761	95
25888	27700
100313843	16365
100287482	10453
221262	64035
439931	7922
80820	148394
254887	17500
389692	11224
55973	49193
114902	7731
389320	4565
148534	80269
6997	51988
55959	130268
80199	10507
574487	87
6744	38905
207	26402
101929422	2686
81550	177421
100616418	77
48	70149
54708	62801
285848	65392
220047	64920
56099	10792
51031	25244
89887	8155
79192	5349
8607	89136
101929689	7490
494513	9954
100131816	739
286207	17884
400957	56182
23385	15680
100996583	2973
29018	42933
9955	47957
84460	49742
100847028	8050
100873979	26532
57497	195879
386653	31441
101927631	14150
9904	149633
1155	11658
79447	18269
10844	32706
788	42057
93986	567128
144402	260608
407022	593
11251	5031
100616484	71
25833	29292
1617	214823
399761	49870
8634	15101
490	121249
1843	3105
100505771	1597
101929819	4478
56342	8728
55197	83189
51574	10910
84315	21304
56140	171022
56916	83681
6502	32330
1294	14904
222161	41131
119692	34686
474343	2996
101928748	18870
7111	100568
407021	36574
4640	22681
782	24247
5225	17398
83541	23748
26045	66111
10544	104925
6510	13711
781	83511
644145	17379
131450	53913
10713	9210
11272	1398
9867	75285
65065	211499
5327	33006
653238	32706
112770	5583
56924	35541
203286	65636
8801	294154
1146	6676
89	16934
4342	1040
10229	12496
10026	130440
63971	228440
767561	2589
8661	25294
3960	11693
55287	35932
101926926	58750
146909	23005
101928518	689
10550	21122
7174	82168
1675	4000
649	47590
339298	22257
1318	13195
3903	16803
64393	55056
101929707	20576
100126333	20204
645104	11939
64216	25764
284085	41797
83882	11582
100422987	80
79078	31028
402778	18181
100500896	40427
147920	18193
125476	45761
101927152	15741
3738	6825
23432	52824
102467226	157694
66008	74372
343990	142413
2673	67477
100533975	583
55213	53637
412	135354
127391	5744
181	1242
6239	144383
9293	547233
29763	8918
58497	27293
29066	46681
56160	302574
284865	6189
2893	372098
130271	130714
442895	1688
644316	79855
2886	9364
51626	35971
2543	9511
5224	6729
5650	7626
84696	6998
100129482	39312
157739	7865
55706	73400
101927752	24582
4287	49050
83941	44377
29984	15195
164684	59731
5362	222078
100507639	13168
10885	36822
80336	48973
7957	234441
51293	6229
29114	15223
282991	12756
80224	371268
2936	49860
9110	28368
8364	27597
1289	203066
117156	11509
841	54268
644990	6255
653166	938
406998	109
55507	43870
8708	55369
54856	109683
100500809	99829
101928980	7735
389761	6484
53354	9841
8510	3165
474	1179
2121	117848
27115	221131
26532	950
286144	134143
693208	30303
27335	17860
135152	100359
375690	11521
79625	37408
65982	34589
100113382	4981
9497	111697
2953	7539
4058	10249
6085	101
6947	13775
6715	36219
256691	132307
8899	46707
8745	177588
79716	30107
100873775	105
101928567	11501
126393	3511
201514	6980
145864	18338
23151	103779
79048	41136
8884	13371
7262	1182
283587	72382
152789	174392
55186	38103
80131	13511
10681	70449
100507538	749287
340527	220820
100506379	4339
57402	2731
100129792	45559
29781	15256
139538	2715
27035	13055
101927476	24803
65094	50801
100287478	1592
10451	393984
4076	49473
9545	22638
342357	21930
100507373	34088
3832	62107
51100	43608
9563	36562
10671	27343
100527964	10592
139420	2492
158131	1078
1655	1223
260436	9181
5077	99108
100129196	8323
101928924	24994
100500855	318797
11269	45620
3779	361961
5724	46770
101929406	23660
6060	77977
201254	5405
101927859	24500
55585	10451
79738	3968
283375	7797
116842	2724
55299	10620
120376	9895
347454	1588
51241	34650
55997	13593
1018	5093
9924	17830
78991	11646
259290	31907
9765	71337
741	1295
101928381	10874
101930538	82801
2806	27226
59284	34606
7922	3994
9241	1891
7439	15694
100128927	4116
23240	170365
3880	4691
3192	13376
4294	23831
55588	9334
5159	42035
10498	51264
55255	194641
1545	42928
8352	8981
1058	36778
7561	22626
101926888	11305
101927921	208261
10287	6789
55723	17447
84667	3502
100506385	39129
1535	7869
3775	10215
4978	1117543
101926971	75542
3780	48787
10891	149048
8992	37171
200933	20448
84706	46919
80742	6837
407014	287
26083	6381
63929	5049
406966	2877
10135	38041
2979	10515
2961	67746
8824	10652
441369	177895
317716	16877
101930531	22416
221927	17850
115098	10975
101928287	42459
11215	51107
23066	43978
735	140606
101927134	604578
158257	2318
100505978	82045
346606	6014
402682	993
9889	36236
153222	82936
57677	42939
1271	31397
8654	134596
6921	33118
168455	4231
26829	119
116987	13477
10048	90066
7324	85413
57604	85861
91543	32433
9710	101049
30811	171318
6271	6166
79672	13645
26020	9967
5476	8676
1118	60814
124872	37529
114786	352750
5152	88122
22850	38491
7732	6151
100616317	12129
55672	51243
6938	380658
23312	175122
344148	259693
5564	13877
390616	15434
4191	19457
336	1339
100133991	14187
1301	232029
317781	7741
51119	7924
100652911	2873
165324	77624
11122	615810
5354	18901
85458	95440
79934	26678
3687	27863
78998	1917
221477	57094
55311	28294
728042	94352
170954	11506
63915	50847
2824	167607
4597	11226
100128627	22587
85027	18788
10735	412943
11144	51337
101927416	25594
64224	62912
80235	22717
126520	11382
79725	19285
4521	8924
3208	12447
101930184	470112
8976	67132
101928142	33451
84942	11575
101927195	45358
100505993	1551
2312	57831
3096	156237
1030	118194
100506677	11552
54490	14551
101929275	54308
152578	25470
158880	4586
570	23102
101929528	16348
5191	91358
114790	18591
3761	28873
883	49552
102466736	4146
4610	6830
101929232	59011
647174	12866
342897	4923
6199	6941
9352	54392
84674	18989
100506281	2121
10243	674395
55254	39330
54542	35767
574411	894
28984	13323
100134040	36134
101929257	65869
100500919	109
51652	115335
3275	29957
387804	32299
100302273	33059
8330	4285
100506725	19853
5976	36298
693201	1354
80765	15130
3549	4330
23220	37157
353133	1796
389874	843
256302	14539
55719	52567
51112	105419
55747	186771
101927810	114955
134353	17014
5301	232623
8912	68530
253559	426810
65056	90731
55539	2072
51200	31046
137797	2384
4956	9445
9722	87408
79003	4529
55626	55475
23604	28917
100529241	87275
7049	225990
100423035	3820
440563	1317
283237	12224
23047	191593
101930286	4180
727837	20592
116255	38144
728577	239147
374928	18489
27315	28647
654463	188796
100873745	134886
100131825	11988
100506334	62154
2307	1317
2706	5428
100616252	104924
729970	35704
6609	4573
5973	9516
79590	4287
9200	27418
693156	34707
389072	41612
653282	94352
27004	29335
26659	7721
79959	63907
147323	33606
5502	13272
100422898	71
8312	65233
4969	40494
6529	26500
4722	8125
84851	6702
3487	14281
83752	118826
152002	27778
100313914	41503
414208	2914
406974	74
101927323	4099
160492	239272
60482	27471
926	66157
90835	5287
3024	780
642976	191857
6137	3885
100033433	440879
326332	46621
65125	158859
662	19945
8894	24034
374739	11681
23363	21130
85379	159962
153768	363570
80185	27874
101937451	27266
10867	209209
3439	875
124	24989
254128	78558
9821	123387
57167	18478
1429	27922
4259	30935
2483	22416
3611	7141
9480	55612
645922	2891
55760	60099
54866	13257
57569	136146
10507	137343
284433	1131
84034	68963
100289283	3683
83729	6957
100616326	464270
51527	23811
6694	26455
203062	191160
7222	72727
91392	11188
29085	2312
9627	152865
100616195	83696
317761	116381
730005	23883
101927901	20428
131583	3140
145497	43930
3823	8283
4360	35770
101929627	4054
339666	7679
27346	9586
58489	75937
57596	50264
57703	62237
338442	15599
3162	13853
79567	28370
351	290585
101929892	43806
11018	3880
6337	30887
9127	19022
51434	30830
6863	8564
100874051	28190
114299	310687
57514	126341
55851	1896
11052	34821
100616400	48705
196792	30563
101930341	58795
124590	7175
8322	9712
81328	1034
10921	15296
100132987	81847
158297	105595
7032	4771
3664	20429
100302167	82
56833	10499
51471	1561
442459	259556
3108	20481
257240	2839
643338	37516
115024	11188
100216001	12234
25937	144129
10821	18198
79041	28902
406928	61863
10636	14764
6880	19029
574497	84
56246	22971
91978	12355
7033	3984
55532	273220
1734	190227
100187716	924
91149	59065
400793	20290
154761	115441
54082	33388
407003	1498
102466747	31619
83868	11066
100128098	67394
81857	20534
100033438	95
56104	9875
219479	974
128853	23110
127428	567
677807	133
100033428	2708
100874081	26980
101928159	158031
2242	12081
100500911	2133
374918	1491
58189	35198
100506025	210834
644	48660
3360	226203
101928858	425860
5308	24700
148345	35566
114971	19132
101929437	9700
92162	1034
338963	3555
5275	17650
1802	3369
4185	22815
284340	132946
2775	3128
7494	6042
90233	27242
83982	2474
84624	102712
285605	151223
2273	63959
79968	41456
57616	74602
65117	22357
101410545	776314
64718	49043
100422930	104
26786	14617
3231	2381
84919	8404
92335	39138
170689	27663
677842	182
3646	234117
51275	3135
54972	12696
4828	3434
4857	154661
64756	40857
9231	135829
1902	165438
2331	10861
646892	27101
7503	32102
10766	13531
2001	35012
677778	4324
4357	10187
120935	75926
5796	116469
10291	24959
285800	2768
3695	15989
56980	103129
284161	55500
101926901	22876
84973	6818
84084	3076
26517	2270
56683	20787
100507127	63308
4669	8277
10585	20904
100422843	53461
100996906	35336
100652772	31636
693223	61931
5173	28760
353132	1138
100506668	8165
101930374	6728
219654	63302
5245	10832
101928160	13961
5453	2927
3171	9808
442914	106
427	28560
245928	3856
5121	62079
51341	22581
131177	32902
101929961	8425
4499	1753
406985	67
100874255	34026
4299	206052
26222	494
100422879	256
11092	12174
84173	37358
677802	1133
11001	54199
84899	71166
684959	586
100505964	16415
51304	60928
197257	4911
101929712	12497
101927443	400701
84528	86655
9043	158691
23421	131923
100616459	15252
51082	46645
1435	20750
9519	38262
80264	39430
54496	47589
483	50390
100270804	1538
27338	6493
163049	29180
100507588	2952
4145	24156
79646	12482
146433	80787
404636	33898
4698	21258
1540	59885
7360	50622
3075	95626
100616170	73
27069	13805
399726	3983
84833	5360
124460	15053
163051	116831
148932	9176
5218	130929
58527	14620
440712	49775
401024	94662
6045	57244
10143	44246
100846999	146
138803	1107
284837	6809
100132078	41388
285195	81849
84148	15639
23411	33720
83857	283919
3852	6112
101927021	4893
114897	26974
140458	63898
4536	1041
3361	15425
90737	3753
3593	48051
10863	64978
114824	5303
9162	466055
55165	32460
1409	3797
55192	4576
643072	1786
81493	23690
25912	13922
9521	29218
51530	33165
27333	87298
9175	206156
9739	27822
90649	33262
642852	3686
100874047	114633
25841	207020
1088	72114
5373	60508
100462977	1554
120406	30254
3603	153188
151246	73774
406949	237
9819	58096
51205	41165
8458	34425
100126303	76
26039	38718
93099	16438
100302287	58398
10381	34296
64499	2942
92597	120123
84167	25041
3764	10626
7753	17498
54438	129832
23398	24313
693140	87912
8038	376074
10457	39141
387601	205942
727830	6246
140701	1775
6189	5058
2517	23217
28955	13569
80778	14231
7547	11549
644135	151722
127124	17723
283948	17140
100527949	27780
22802	33676
9882	197442
115752	40681
90	139416
317749	36469
4712	20163
54847	62646
9717	60841
51686	8363
51380	23688
11174	333184
282566	556
79819	112002
92960	20574
170622	24225
101929517	61416
27042	29558
8554	136579
10073	28386
285989	27483
25797	28748
51676	14149
245812	5898
100133234	92544
55770	171830
389206	41940
100216479	14608
27233	10146
23332	193231
100423016	73
81691	93439
4117	90030
55872	28475
11218	12771
100847029	29375
7145	203206
113540	12746
100131564	83839
390445	1196
26084	136824
126069	11955
692084	126
255167	6363
11036	246590
101929144	14794
84301	53397
677796	1193
6747	15044
101930748	11035
135948	1113
101927346	5804
7764	42842
9779	1287655
23111	68542
4606	33418
11178	44293
10870	1897
139629	2305
84890	3722
9481	25252
101927766	94612
730971	8814
55335	13300
101928157	63768
133746	91026
29121	31691
100422883	89
5581	536645
2280	24184
342979	5794
197187	23195
273	247862
100287902	13635
63941	8532
23596	45828
644623	114933
160298	5566
147686	13509
4991	938
2262	1091544
100996492	56729
100506538	53644
2912	11543
131	23476
7686	1222
84542	79098
84725	103076
677849	4239
100874281	52520
100128590	468756
101930218	2356
55683	49617
26355	28158
10425	67561
27125	88255
51422	321013
155382	4287
378951	27442
151516	2171
60675	13550
23096	88464
285375	95936
6416	61172
85446	39414
3659	9189
84443	82801
79810	39858
1788	95745
51192	13688
680	5893
2186	158854
8826	114025
117195	17525
2783	5643
56649	44852
101929196	635733
400804	6216
127064	962
80019	72341
64789	7815
57558	25899
1997	129520
100505592	12728
100874012	17224
6650	7651
2879	2851
4043	26183
200373	117819
2077	7585
2036	64256
115950	22496
100616372	80
10266	4594
157285	68750
125058	103505
283335	39842
55954	36055
100505502	168386
100506621	5108
339168	2096
10573	3143
128308	2633
51765	52678
25790	27799
41	26063
3084	500089
2887	203399
23195	177224
54758	69507
83992	163488
100500889	71423
653483	2833
23040	537997
9612	243174
389177	95366
256710	56289
56652	7034
284521	12605
4292	72557
9058	24488
100874058	313017
100302691	5469
84525	33910
2664	6548
729224	84236
60561	35592
4245	25111
896	115424
51499	2451
127294	56140
124565	50547
55117	53902
5539	1664
101928119	156753
345757	51436
441089	935
100616275	69
23185	122080
54873	48598
6470	35669
9341	10163
3609	38156
5045	14866
55227	129624
1672	14701
767592	638
349152	105277
2768	116212
80832	15714
23014	47190
9526	6641
389493	1719
100616340	23993
1102	44274
7027	56772
1478	20537
439	11184
345651	2790
51537	3527
8676	37844
115708	7889
54981	27644
23469	143504
100628307	244050
10255	3294
654412	1470
253582	30303
386682	17314
18	110010
338322	6002
6598	47553
5826	17633
22797	224748
100509195	65869
100422995	123608
63035	76975
54928	35911
7105	11321
54680	59010
4790	115973
3652	56326
9278	3536
29097	22609
440359	1089
374378	82481
148	119123
22952	9682
6453	257459
84337	8089
7709	34263
8383	929
146279	67444
81539	86954
726	36398
100874264	126714
2703	6447
55156	31748
6659	4875
728318	2194
641364	120713
157	164445
2009	204367
1909	64037
317701	3545
7179	123518
58480	11592
100996645	3042
101928305	1481
22905	90646
654254	34646
163154	1805
2627	33087
339059	42444
1213	76452
352954	92391
100101116	42266
101930014	1371
643988	2084
27324	109797
6323	138853
6209	2225
692212	4234
9209	131063
728137	74129
6080	33320
677765	13659
1990	18236
100507384	21943
10319	85391
84530	181556
114926	13305
7699	27706
79873	2549
55079	4643
51744	32742
9022	2168
440699	38148
100422970	153885
93233	25437
439941	135924
100506599	18050
6205	3324
84817	3783
283080	35490
166752	123373
284467	6816
5141	52856
442245	653
343069	1317
10362	6311
100506229	5583
952	74955
6758	10543
4804	19724
4498	1347
9636	1117
90485	9131
729121	3828
26064	176390
4158	33663
644096	1130
283985	16280
406970	2094
100302134	184967
90332	92662
116349	1613
54737	80928
100616115	1093
57649	46521
51364	5742
101928484	19875
26291	2771
100505948	1100
5949	9504
140873	15379
100847086	48054
8729	137367
100126317	68662
402176	78103
80864	16491
84446	30461
84189	6698
3948	39751
66000	218797
100505874	261
55009	4222
441272	14494
7701	21739
55240	41844
100302282	9464
100874242	97495
51074	63405
101929106	4375
4016	26148
94101	14048
10006	114494
100507290	11864
101927336	10788
100129931	11345
25903	40662
168391	63555
724033	64606
100507633	15452
7411	42814
9027	1561
83642	16637
5695	61978
101060212	84141
100133036	7922
7163	272896
574479	86
101928855	164731
57198	25754
401505	9996
79726	126603
101930655	30922
258	15032
102465681	74
199990	28256
101927111	293016
100126296	87
170370	20393
339122	35232
81466	17357
10098	188262
101060580	5465
55844	25376
650655	87549
59351	128671
101928438	234103
79637	20313
30832	23122
83896	10803
54537	97307
141	10677
80739	3251
26271	13050
767564	74
29117	55447
100131755	115171
254950	473
10911	10429
3590	11190
1060	73803
3759	11375
2104	634509
55796	120651
2894	665233
10758	45841
730102	31814
4221	7784
389114	37061
55628	512521
8644	72332
100505909	7194
972	11292
2526	77570
126536	12175
53831	2042
150684	258523
81576	31536
100302223	28576
29880	50486
10003	61379
100616185	572
201626	10568
143098	283493
80731	912172
101929210	89764
3420	5824
100500802	61
55800	26057
5130	73735
728072	100976
147166	94471
5684	59955
25998	77771
6261	153865
100422957	1779
26771	5382
643733	17524
344658	27603
374454	13837
54903	14163
100033414	2744
4869	24021
200810	7764
2812	12134
8349	2222
100302289	72011
285855	10307
100422963	18058
2830	2407
100874251	47796
3670	11643
7391	6726
727677	130249
2969	71345
79684	34175
643803	1647
149708	5720
149018	1677
78988	2439
150372	51985
11034	40056
4909	9283
100533106	41196
100423012	35332
100874182	2796
144321	41618
5148	12653
101410542	36653
644794	3440
129831	26587
3065	41549
27113	6197
400618	56167
51145	2798
493911	7243
644838	172718
101927141	49822
221122	4126
344901	66374
7621	9510
57156	26166
100652739	56911
333929	9504
100505679	9744
285231	28957
220115	98094
100873922	3429
10743	98056
101928930	5065
1345	20862
101930454	2485
100505659	5222
594837	1570
100422863	172135
758	96526
23767	313536
23029	30274
14	6130
84640	38913
219968	930
2587	18353
10898	27275
29800	22414
101927095	1228
9556	15981
2328	10929
25946	22165
51124	62957
101928513	1434
677681	190954
3786	360092
7867	37769
83876	27198
80258	195790
101929824	164643
284391	16866
387914	6434
4580	5125
100132103	42507
91947	54284
10011	14141
400058	2405
5213	41265
387628	17843
3554	115330
10273	2646
100302148	85
6158	17899
10127	37658
119180	17973
6936	58989
9191	11714
118427	91473
692215	16443
100616270	28719
101929261	991
1000	226480
11222	17021
9818	48276
221823	1081
27181	7609
79893	45541
140876	28677
101927343	141782
79783	411952
3955	14616
101927005	21323
5367	1386
259197	4090
22974	62534
119	160607
54980	98735
100131726	8902
101409261	4960
101929133	11958
64132	17046
4438	116356
65996	102532
54899	93141
55039	11343
29887	82408
100652853	435
101927889	7266
83931	46272
84992	3044
8904	38925
2597	4444
84650	30752
8370	27597
5441	5189
79607	51572
100423031	2764
1871	91543
10966	13334
284069	10660
340980	15848
92344	21317
342926	26574
79930	9367
55664	28839
8517	27368
57584	140059
64595	29897
100506542	3539
64770	64412
3912	79456
10908	27760
6637	12409
101929565	10371
51015	3015
57642	41665
9747	50823
548644	24414
1844	2274
116966	116993
101927168	1041
347527	26958
7186	4891
80829	41931
100616500	262
158160	22128
51447	52350
10346	66040
767606	71
100170765	1607
252969	17707
407049	74
101928823	162684
25932	98967
373861	9750
93550	57185
100847032	80
100288570	32252
132228	9087
7965	14589
79183	18718
139341	19362
100128023	896
124801	32984
7593	12866
252995	10214
100505385	304072
10847	12456
23307	60355
5730	7931
2681	55037
1260	6853
138429	9918
353333	10291
100847076	57
101927648	46570
